,Unnamed: 0.1,Unnamed: 0,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,TouchScreen,IPS,PPI,CPU_name
982,982,982,Lenovo,Notebook,AMD A12-Series 9720P 3.6GHz,6,256GB SSD,AMD Radeon 530,Windows 10,2.2,29250.72,0,0,141.21199808219862,AMD Processor
983,983,983,Fujitsu,Notebook,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Intel HD Graphics 520,Windows 10,2.3,34578.72,0,0,100.45466986113652,Intel Core i5
984,984,984,Toshiba,Notebook,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.75,48751.2,0,0,111.93520355955212,Intel Core i5
985,985,985,Dell,Notebook,Intel Core i5 7200U 2.5GHz,4,500GB HDD,AMD Radeon R5 M430,Windows 10,2.25,31914.72,0,0,100.45466986113652,Intel Core i5
986,986,986,HP,Notebook,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows 10,2.04,42943.68,0,0,141.21199808219862,Intel Core i5
987,987,987,Lenovo,Gaming,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.5,63349.92,0,1,141.21199808219862,Intel Core i7
988,988,988,Dell,Notebook,Intel Core i7 7500U 2.7GHz,8,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36,39906.72,0,0,100.45466986113652,Intel Core i7
989,989,989,Dell,Notebook,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620 ,Windows 10,1.6,59620.32,0,0,157.3505121487356,Intel Core i5
990,990,990,HP,Netbook,Intel Core M 6Y75 1.2GHz,8,512GB SSD,Intel HD Graphics 515,Windows 10,0.97,101658.24,0,0,176.23257360658386,Intel Processor
991,991,991,HP,Notebook,Intel Core i3 6006U 2GHz,4,128GB SSD +  1TB HDD,AMD Radeon 520,Windows 10,2.1,26586.72,0,0,141.21199808219862,Intel Core i3
992,992,992,Lenovo,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,128GB SSD,Intel HD Graphics 500,No OS,1.9,14418.6336,0,0,100.45466986113652,Intel Processor
993,993,993,Lenovo,Notebook,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.3,71874.72,0,0,141.21199808219862,Intel Core i5
994,994,994,Dell,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.68,47365.92,1,0,165.6321180513006,Intel Core i5
995,995,995,Asus,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.4,61272.0,0,0,276.053530085501,Intel Core i5
996,996,996,HP,Ultrabook,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.11,71874.72,1,1,165.6321180513006,Intel Core i7
997,997,997,Acer,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Intel HD Graphics 505,Windows 10,2.4,20246.4,0,0,100.45466986113652,Intel Processor
998,998,998,Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,95850.72,0,0,141.21199808219862,Intel Core i7
999,999,999,HP,Ultrabook,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.48,111301.92,0,0,157.3505121487356,Intel Core i7
1000,1000,1000,Acer,Gaming,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7,67132.8,0,1,141.21199808219862,Intel Core i7
1001,1001,1001,HP,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.34,63349.92,0,1,165.6321180513006,Intel Core i5
1002,1002,1002,Dell,Notebook,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,2.18,29144.16,0,0,100.45466986113652,Intel Core i3
1003,1003,1003,HP,Notebook,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,1.64,41505.12,0,0,111.93520355955212,Intel Core i5
1004,1004,1004,Toshiba,Notebook,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.2,63669.6,0,0,165.6321180513006,Intel Core i5
1005,1005,1005,HP,Notebook,Intel Core i5 6300U 2.4GHz,4,256GB SSD,Intel HD Graphics 520,Windows 10,1.48,58607.4672,0,0,111.93520355955212,Intel Core i5
1006,1006,1006,HP,Notebook,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.95,64202.4,0,0,157.3505121487356,Intel Core i5
1007,1007,1007,HP,Ultrabook,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.43,77202.72,0,0,157.3505121487356,Intel Core i7
1008,1008,1008,HP,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64,55904.5728,0,0,157.3505121487356,Intel Core i5
1009,1009,1009,HP,Notebook,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,1.64,36443.52,0,0,111.93520355955212,Intel Core i3
1010,1010,1010,Dell,Gaming,Intel Core i5 7300HQ 2.5GHz,8,1.0TB Hybrid,Nvidia GeForce GTX 1050,Windows 10,2.65,50562.72,0,0,141.21199808219862,Intel Core i5
1011,1011,1011,HP,Ultrabook,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,1.26,81997.92,0,0,176.23257360658386,Intel Core i5
1012,1012,1012,HP,Notebook,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,84715.2,0,0,157.3505121487356,Intel Core i5
1013,1013,1013,HP,Ultrabook,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.54,100550.5488,0,0,157.3505121487356,Intel Core i7
1014,1014,1014,HP,Notebook,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,1.49,42624.0,0,0,117.82653006268644,Intel Core i3
1015,1015,1015,Toshiba,Notebook,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.5,64468.8,0,0,117.82653006268644,Intel Core i5
1016,1016,1016,HP,Notebook,Intel Core i3 7100U 2.4GHz,4,256GB SSD,Intel HD Graphics 620,Windows 10,2.04,41025.0672,0,0,100.45466986113652,Intel Core i3
1017,1017,1017,Lenovo,Notebook,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Nvidia Quadro 3000M,Windows 7,2.4,158135.04,0,1,254.67134914246225,Intel Core i7
1018,1018,1018,Toshiba,Notebook,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.47,79387.2,0,1,157.3505121487356,Intel Core i5
1019,1019,1019,HP,Notebook,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.43,118761.12,0,0,157.3505121487356,Intel Core i7
1020,1020,1020,Dell,2 in 1 Convertible,Intel Core i3 6100U 2.3GHz,4,1TB HDD,Intel HD Graphics 520,Windows 10,2.08,42410.3472,1,1,141.21199808219862,Intel Core i3
1021,1021,1021,Toshiba,Ultrabook,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.2,84715.2,0,0,165.6321180513006,Intel Core i5
1022,1022,1022,HP,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.11,61218.72,0,1,165.6321180513006,Intel Core i5
1023,1023,1023,HP,Notebook,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64,63159.7104,0,0,157.3505121487356,Intel Core i7
1024,1024,1024,Dell,Notebook,Intel Core i5 6300U 2.4GHz,8,500GB HDD,Intel HD Graphics 520,Windows 10,2.09,55754.3232,0,0,141.21199808219862,Intel Core i5
1025,1025,1025,HP,Ultrabook,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.26,83063.52,0,0,125.36742798669836,Intel Core i5
1026,1026,1026,HP,Notebook,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.31,63349.92,0,0,111.93520355955212,Intel Core i5
1027,1027,1027,HP,Notebook,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,1.95,56476.8,0,0,111.93520355955212,Intel Core i5
1028,1028,1028,Dell,Ultrabook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,86526.72,1,0,276.053530085501,Intel Core i5
1029,1029,1029,HP,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63,57542.4,0,0,127.33567457123112,Intel Core i5
1030,1030,1030,HP,Notebook,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.64,51841.44,0,0,111.93520355955212,Intel Core i5
1031,1031,1031,Acer,Notebook,AMD A9-Series 9420 3GHz,6,1TB HDD,AMD Radeon R5,Windows 10,2.1,21791.52,0,0,100.45466986113652,AMD Processor
1032,1032,1032,MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7,63499.104,0,0,127.33567457123112,Intel Core i7
1033,1033,1033,HP,Notebook,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.95,63669.6,0,0,157.3505121487356,Intel Core i5
1034,1034,1034,HP,Notebook,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.84,65480.5872,0,0,141.21199808219862,Intel Core i7
1035,1035,1035,HP,Ultrabook,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.26,71874.72,0,0,176.23257360658386,Intel Core i7
1036,1036,1036,HP,Notebook,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.04,39533.76,0,0,100.45466986113652,Intel Core i5
1037,1037,1037,Toshiba,Ultrabook,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.47,91908.0,0,1,157.3505121487356,Intel Core i7
1038,1038,1038,Dell,Notebook,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Intel HD Graphics 520,Windows 7,2.09,56633.976,0,0,141.21199808219862,Intel Core i5
1039,1039,1039,HP,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.64,53839.9728,0,0,157.3505121487356,Intel Core i5
1040,1040,1040,Lenovo,2 in 1 Convertible,Intel Core i7 6500U 2.5GHz,4,256GB SSD,Intel HD Graphics 520,Windows 10,1.8,45128.16,1,1,141.21199808219862,Intel Core i7
1041,1041,1041,Vero,Notebook,Intel Atom X5-Z8350 1.44GHz,2,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.45,11231.424,0,0,111.93520355955212,Intel Processor
1042,1042,1042,Toshiba,Notebook,Intel Core i7 6500U 2.5GHz,16,256GB SSD,Nvidia GeForce 930M,Windows 10,2.4,75924.0,0,1,141.21199808219862,Intel Core i7
1043,1043,1043,Lenovo,Notebook,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.3,55922.688,0,0,141.21199808219862,Intel Core i5
1044,1044,1044,HP,Notebook,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.54,53280.0,0,0,157.3505121487356,Intel Core i5
1045,1045,1045,HP,Notebook,Intel Core i5 6300U 2.4GHz,8,256GB SSD +  500GB HDD,Intel HD Graphics 520,Windows 10,1.84,112065.9552,0,0,141.21199808219862,Intel Core i5
1046,1046,1046,HP,Notebook,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.43,78268.32,0,0,157.3505121487356,Intel Core i5
1047,1047,1047,MSI,Gaming,Intel Core i7 6820HK 2.7GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,3.78,82351.6992,0,1,127.33567457123112,Intel Core i7
1048,1048,1048,Lenovo,Gaming,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.6,122010.6672,0,1,127.33567457123112,Intel Core i7
1049,1049,1049,Asus,Netbook,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.2,15339.312,0,0,135.0942111925629,Intel Processor
1050,1050,1050,Lenovo,Notebook,Intel Core i7 6600U 2.6GHz,16,256GB SSD,Intel HD Graphics 520,Windows 7,1.1,139593.6,0,1,209.8006828649808,Intel Core i7
1051,1051,1051,HP,Notebook,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 940MX,Windows 10,1.91,52161.12,0,1,141.21199808219862,Intel Core i7
1052,1052,1052,Dell,2 in 1 Convertible,Intel Core i5 7200U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.3,58288.32,1,1,141.21199808219862,Intel Core i5
1053,1053,1053,HP,Notebook,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows 10,2.04,52161.12,0,0,100.45466986113652,Intel Core i5
1054,1054,1054,Dell,Ultrabook,Intel Core i7 7500U 2.7GHz,16,1TB SSD,Intel HD Graphics 620,Windows 10,1.2,120093.12,1,0,276.053530085501,Intel Core i7
1055,1055,1055,HP,Notebook,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.31,37570.392,0,0,100.45466986113652,Intel Core i3
1056,1056,1056,HP,Notebook,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,No OS,1.96,26586.72,0,0,100.45466986113652,Intel Core i5
1057,1057,1057,Acer,Notebook,AMD A8-Series 7410 2.2GHz,8,1TB HDD,AMD Radeon R5,Windows 10,2.4,23922.72,0,0,100.45466986113652,AMD Processor
1058,1058,1058,Dell,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,12,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,69210.72,1,1,165.6321180513006,Intel Core i7
1059,1059,1059,MSI,Gaming,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.94,96916.32,0,0,141.21199808219862,Intel Core i7
1060,1060,1060,HP,Notebook,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.04,57009.6,0,0,141.21199808219862,Intel Core i7
1061,1061,1061,Asus,Gaming,Intel Core i7 6700HQ 2.6GHz,16,1TB HDD,Nvidia GeForce GTX 965M,No OS,4.0,53173.44,0,1,127.33567457123112,Intel Core i7
1062,1062,1062,Dell,Notebook,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Intel HD Graphics,Windows 10,2.25,29783.52,0,0,141.21199808219862,Intel Core i5
1063,1063,1063,Dell,Notebook,Intel Core i7 7500U 2.7GHz,16,2TB HDD,AMD Radeon R7 M445,Windows 10,2.32,52746.6672,0,0,141.21199808219862,Intel Core i7
1064,1064,1064,MSI,Gaming,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8,102777.12,0,0,141.21199808219862,Intel Core i7
1065,1065,1065,Dell,Ultrabook,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,77682.24,0,0,165.6321180513006,Intel Core i7
1066,1066,1066,Asus,Gaming,Intel Core i7 6820HK 2.7GHz,64,1TB SSD,Nvidia GeForce GTX 980 ,Windows 10,3.58,211788.0,0,1,127.33567457123112,Intel Core i7
1067,1067,1067,Dell,2 in 1 Convertible,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.62,42517.9728,1,0,165.6321180513006,Intel Core i7
1068,1068,1068,Dell,Gaming,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,3.21,70809.12,0,0,282.42399616439724,Intel Core i7
1069,1069,1069,Apple,Ultrabook,Intel Core M 1.1GHz,8,256GB Flash Storage,Intel HD Graphics 515,Mac OS X,0.92,69264.0,0,1,226.4155471693585,Intel Processor
1070,1070,1070,Dell,Notebook,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.06,25679.8944,0,0,100.45466986113652,Intel Core i3
1071,1071,1071,HP,Notebook,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.31,63882.72,0,0,100.45466986113652,Intel Core i5
1072,1072,1072,HP,Ultrabook,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.26,63882.72,0,0,176.23257360658386,Intel Core i5
1073,1073,1073,HP,Notebook,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.49,58075.2,0,0,165.6321180513006,Intel Core i7
1074,1074,1074,Lenovo,Ultrabook,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.3,91294.7472,1,1,176.23257360658386,Intel Core i7
1075,1075,1075,Lenovo,Notebook,Intel Core i5 6200U 2.3GHz,8,1.0TB HDD,AMD Radeon R5 M330,Windows 10,3.0,35111.52,0,0,106.11306214269258,Intel Core i5
1076,1076,1076,Lenovo,Notebook,Intel Core i5 6300HQ 2.3GHz,4,1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.3,52054.56,0,1,141.21199808219862,Intel Core i5
1077,1077,1077,MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.78,133146.72,0,0,127.33567457123112,Intel Core i7
1078,1078,1078,Lenovo,Notebook,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.1,28771.2,0,0,100.45466986113652,Intel Core i5
1079,1079,1079,HP,Notebook,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows 7,2.31,50083.2,0,0,141.21199808219862,Intel Core i5
1080,1080,1080,Lenovo,Ultrabook,Intel Core M 6Y75 1.2GHz,8,512GB SSD,Intel HD Graphics 515,Windows 10,0.99,74538.72,1,1,234.9767648087785,Intel Processor
1081,1081,1081,Lenovo,Gaming,Intel Core i7 6820HK 2.7GHz,32,512GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,Windows 10,4.6,172627.2,0,1,127.33567457123112,Intel Core i7
1082,1082,1082,Lenovo,2 in 1 Convertible,Intel Atom x5-Z8550 1.44GHz,4,64GB Flash Storage,Intel HD Graphics 400,Windows 10,0.69,34433.2656,1,1,224.1738090785728,Intel Processor
1083,1083,1083,HP,Ultrabook,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.3,109170.72,0,1,331.2642361026012,Intel Core i7
1084,1084,1084,Dell,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.18,39960.0,0,0,141.21199808219862,Intel Core i5
1085,1085,1085,HP,Notebook,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows 7,1.54,54931.1472,0,0,157.3505121487356,Intel Core i5
1086,1086,1086,HP,Workstation,Intel Core i7 6500U 2.5GHz,8,256GB SSD,AMD FirePro W4190M,Windows 7,1.9,79653.6,0,0,141.21199808219862,Intel Core i7
1087,1087,1087,Lenovo,Notebook,Intel Core i5 6200U 2.3GHz,8,180GB SSD,Intel HD Graphics 520,Windows 7,1.7,63882.72,0,0,157.3505121487356,Intel Core i5
1088,1088,1088,HP,Notebook,Intel Pentium Dual Core 4405Y 1.5GHz,4,32GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.29,32767.2,0,0,276.053530085501,Intel Processor
1089,1089,1089,Acer,Notebook,AMD A8-Series 7410 2.2GHz,4,500GB HDD,AMD Radeon R5,Windows 10,2.4,20619.36,0,0,100.45466986113652,AMD Processor
1090,1090,1090,Dell,Notebook,Intel Pentium Quad Core N3700 1.6GHz,4,500GB HDD,Intel HD Graphics,Linux,2.2,20965.1472,0,0,100.45466986113652,Intel Processor
1091,1091,1091,HP,Notebook,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,No OS,1.86,18434.3472,0,0,100.45466986113652,Intel Core i3
1092,1092,1092,Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,85194.72,0,1,127.33567457123112,Intel Core i7
1093,1093,1093,Dell,Ultrabook,Intel Core i5 8250U 1.6GHz,4,256GB SSD,AMD Radeon 530,Windows 10,1.4,43601.688,0,1,165.6321180513006,Intel Core i5
1094,1094,1094,HP,Netbook,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows 7,2.4,85194.72,0,0,125.36742798669836,Intel Core i5
1095,1095,1095,Acer,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.4,42570.72,0,0,141.21199808219862,Intel Core i5
1096,1096,1096,Dell,Notebook,Intel Core i5 7200U 2.5GHz,8,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36,34035.264,0,0,141.21199808219862,Intel Core i5
1097,1097,1097,MSI,Gaming,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Nvidia GeForce GTX 965M,Windows 10,2.6,85194.72,0,0,127.33567457123112,Intel Core i7
1098,1098,1098,HP,Notebook,Intel Pentium Quad Core N3710 1.6GHz,4,1TB HDD,Intel HD Graphics 405,Windows 10,1.96,26640.0,0,0,100.45466986113652,Intel Processor
1099,1099,1099,Asus,Gaming,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.3,122490.72,0,1,127.33567457123112,Intel Core i7
1100,1100,1100,Dell,Ultrabook,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows 7,1.5,60480.792,0,0,125.36742798669836,Intel Core i3
1101,1101,1101,Dell,Ultrabook,Intel Core i3 6100U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows 7,1.5,62176.1616,0,0,125.36742798669836,Intel Core i3
1102,1102,1102,Acer,Notebook,Intel Celeron Dual Core 3205U 1.5GHz,4,16GB SSD,Intel HD Graphics,Chrome OS,2.2,11135.52,0,0,100.45466986113652,Intel Processor
1103,1103,1103,HP,Workstation,Intel Core i7 6700HQ 2.6GHz,8,1TB HDD,AMD FirePro W6150M,Windows 7,3.0,154458.72,0,1,127.33567457123112,Intel Core i7
1104,1104,1104,Lenovo,Gaming,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,63882.72,0,0,141.21199808219862,Intel Core i7
1105,1105,1105,Dell,Ultrabook,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.5,75289.968,0,0,125.36742798669836,Intel Core i5
1106,1106,1106,MSI,Gaming,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.9,80516.2032,0,0,127.33567457123112,Intel Core i7
1107,1107,1107,Lenovo,2 in 1 Convertible,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Intel HD Graphics 520,Windows 10,2.1,46193.76,1,1,141.21199808219862,Intel Core i5
1108,1108,1108,HP,Notebook,AMD A6-Series 9220 2.5GHz,4,1TB HDD,AMD Radeon R4,Windows 10,2.1,21205.44,0,0,141.21199808219862,AMD Processor
1109,1109,1109,Asus,Gaming,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.59,71341.92,0,1,141.21199808219862,Intel Core i7
1110,1110,1110,HP,Notebook,Intel Core M 6Y54 1.1GHz,8,256GB SSD,Intel HD Graphics 515,Windows 10,1.16,90522.72,1,0,276.053530085501,Intel Processor
1111,1111,1111,Dell,Notebook,Intel Core i5 6200U 2.3GHz,4,500GB HDD,AMD Radeon R5 M315,Windows 7,2.24,40980.312,0,0,100.45466986113652,Intel Core i5
1112,1112,1112,Lenovo,Notebook,Intel Core i3 6006U 2.0GHz,4,128GB SSD,Intel HD Graphics 520,Windows 10,2.1,22857.12,0,0,100.45466986113652,Intel Core i3
1113,1113,1113,HP,Ultrabook,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Intel HD Graphics 520,Windows 10,1.16,104908.32,0,0,165.6321180513006,Intel Core i7
1114,1114,1114,Lenovo,2 in 1 Convertible,Intel Atom x5-Z8550 1.44GHz,4,64GB Flash Storage,Intel HD Graphics 400,Android,0.69,29250.72,1,1,224.1738090785728,Intel Processor
1115,1115,1115,Dell,Ultrabook,Intel Core i7 7560U 2.4GHz,8,256GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.23,73473.12,0,0,165.6321180513006,Intel Core i7
1116,1116,1116,Lenovo,Gaming,Intel Core i7 6820HK 2.7GHz,16,256GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,Windows 10,4.6,146519.4672,0,1,127.33567457123112,Intel Core i7
1117,1117,1117,Razer,Ultrabook,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.25,54825.12,1,0,352.4651472131677,Intel Core i7
1118,1118,1118,Toshiba,Ultrabook,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.05,118601.28,0,0,165.6321180513006,Intel Core i7
1119,1119,1119,Asus,Gaming,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,3.52,69929.4672,0,0,127.33567457123112,Intel Core i7
1120,1120,1120,Vero,Notebook,Intel Atom X5-Z8350 1.44GHz,4,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.35,10442.88,0,0,165.6321180513006,Intel Processor
1121,1121,1121,HP,Notebook,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.16,90043.2,0,0,165.6321180513006,Intel Core i5
1122,1122,1122,HP,Notebook,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.43,80612.64,0,0,157.3505121487356,Intel Core i5
1123,1123,1123,Dell,Notebook,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Linux,2.09,27899.0064,0,0,100.45466986113652,Intel Core i5
1124,1124,1124,Asus,Notebook,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Intel HD Graphics 620,Windows 10,2.0,23176.8,0,0,100.45466986113652,Intel Core i3
1125,1125,1125,Lenovo,2 in 1 Convertible,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.8,88924.32,1,1,157.3505121487356,Intel Core i7
