,Unnamed: 0.2,Company,TypeName,Ram,Gpu,OpSys,Weight,Price,TouchScreen,IPS,PPI,CPU_name,HDD,SSD,Hybrid,Flash_Storage
575,575,Mediacom,Notebook,4,Intel HD Graphics,Windows 10,1.4,13266.72,0,0,157.3505121487356,Intel Processor,0,32,0,0
576,576,Toshiba,Ultrabook,16,Intel HD Graphics 620,Windows 10,1.24,99367.2,1,0,157.3505121487356,Intel Core i7,0,512,0,0
577,577,Lenovo,Gaming,32,Nvidia GeForce GTX 1070,Windows 10,4.6,141884.64,0,1,127.33567457123112,Intel Core i7,1000,256,0,0
578,578,MSI,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,4.14,145401.12,0,0,127.33567457123112,Intel Core i7,1000,512,0,0
579,579,Dell,Notebook,8,AMD Radeon R5 M430,Linux,2.2,39907.2528,0,0,141.21199808219862,Intel Core i7,0,256,0,0
580,580,Mediacom,Notebook,4,Intel HD Graphics 500,Windows 10,1.45,20725.92,0,1,157.3505121487356,Intel Processor,0,32,0,0
581,581,Dell,Notebook,8,Intel HD Graphics 620,Windows 10,1.9,53733.9456,0,0,100.45466986113652,Intel Core i5,500,0,0,0
582,582,HP,Notebook,4,Intel HD Graphics 620,Windows 10,1.49,38308.32,0,0,165.6321180513006,Intel Core i3,0,128,0,0
583,583,Dell,Notebook,16,Nvidia GeForce 930MX,Windows 10,1.93,81912.1392,0,0,141.21199808219862,Intel Core i7,0,256,0,0
584,584,Dell,Netbook,4,Intel HD Graphics 400,Chrome OS,1.26,15717.6,0,0,135.0942111925629,Intel Processor,0,0,0,16
585,585,MSI,Gaming,16,Nvidia GeForce GTX 980M,Windows 10,4.5,125154.72,0,0,127.33567457123112,Intel Core i7,1000,128,0,0
586,586,HP,Gaming,16,Nvidia GeForce GTX 1050,Windows 10,3.78,79813.44,0,1,127.33567457123112,Intel Core i7,1000,256,0,0
587,587,Lenovo,Ultrabook,12,Intel HD Graphics 520,Windows 10,1.4,89137.44,0,1,157.3505121487356,Intel Core i7,0,256,0,0
588,588,Lenovo,Notebook,12,Intel HD Graphics 620,Windows 10,2.2,32447.52,1,0,100.45466986113652,Intel Core i7,1000,0,0,0
589,589,Asus,Gaming,8,Nvidia GeForce GTX 1060,Windows 10,2.73,94305.6,0,1,127.33567457123112,Intel Core i5,1000,128,0,0
590,590,Asus,2 in 1 Convertible,8,Intel HD Graphics 520,Windows 10,2.2,39373.92,1,0,100.45466986113652,Intel Core i5,1000,0,0,0
591,591,Lenovo,Notebook,12,AMD Radeon 530,Windows 10,2.2,50562.72,0,0,141.21199808219862,AMD Processor,0,512,0,0
592,592,Dell,2 in 1 Convertible,4,Intel HD Graphics 615,Windows 10,1.39,32127.84,1,0,135.0942111925629,Intel Processor,0,128,0,0
593,593,Samsung,Notebook,16,Nvidia GeForce GTX 1050,Windows 10,2.5,90522.72,0,0,141.21199808219862,Intel Core i7,1000,128,0,0
594,594,Lenovo,Notebook,4,Intel HD Graphics 520,No OS,2.8,28185.12,0,0,127.33567457123112,Intel Core i3,500,0,0,0
595,595,Lenovo,Notebook,8,Intel HD Graphics 520,Windows 10,2.29,24455.52,0,0,100.45466986113652,Intel Core i3,1000,0,0,0
596,596,Lenovo,2 in 1 Convertible,8,Intel HD Graphics 620,Windows 10,1.37,107892.0,1,1,165.6321180513006,Intel Core i7,0,512,0,0
597,597,Lenovo,Notebook,8,Intel HD Graphics 630,Windows 10,1.7,78534.72,0,1,157.3505121487356,Intel Core i5,0,256,0,0
598,598,Dell,2 in 1 Convertible,8,Intel HD Graphics 620,Windows 10,1.34,88977.6,1,0,176.23257360658386,Intel Core i5,0,256,0,0
599,599,Dell,Workstation,8,Nvidia Quadro M620,Windows 10,2.06,93932.64,1,0,141.21199808219862,Intel Core i7,0,256,0,0
600,600,HP,Notebook,8,Intel HD Graphics 620,Windows 10,1.84,64948.32,0,0,141.21199808219862,Intel Core i7,0,256,0,0
601,601,HP,Notebook,4,Intel HD Graphics 620,Windows 10,2.1,35616.6144,0,0,100.45466986113652,Intel Core i3,500,0,0,0
602,602,Acer,Notebook,4,Intel HD Graphics 500,Windows 10,1.6,17529.12,0,0,157.3505121487356,Intel Processor,0,0,0,32
603,603,MSI,Gaming,16,Nvidia GeForce GTX 970M,Windows 10,4.14,117162.72,0,0,127.33567457123112,Intel Core i7,1000,128,0,0
604,604,Dell,Notebook,4,AMD Radeon R5 M420,Linux,2.18,24775.2,0,0,100.45466986113652,Intel Core i3,1000,0,0,0
605,605,MSI,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,1.8,122490.72,0,0,282.42399616439724,Intel Core i7,2000,256,0,0
606,606,Toshiba,Notebook,8,Intel HD Graphics 520,Windows 10,2.2,74538.72,0,1,141.21199808219862,Intel Core i7,0,256,0,0
607,607,Lenovo,Notebook,6,Intel HD Graphics 620,Windows 10,2.4,30049.92,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
608,608,Lenovo,2 in 1 Convertible,8,Intel HD Graphics 630,Windows 10,2.0,69210.72,1,1,141.21199808219862,Intel Core i7,0,256,0,0
609,609,Acer,Notebook,4,Intel HD Graphics 405,Windows 10,1.6,18594.72,0,0,111.93520355955212,Intel Processor,0,0,0,128
610,610,Lenovo,Notebook,32,Nvidia Quadro M2200M,Windows 10,2.5,261018.72,0,1,282.42399616439724,Intel Processor,0,1000,0,0
611,611,Dell,Gaming,16,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.59,46833.6528,0,0,141.21199808219862,Intel Core i7,1000,0,0,0
612,612,Dell,Notebook,4,Intel HD Graphics 520,Linux,2.18,23650.992,0,0,100.45466986113652,Intel Core i3,1000,0,0,0
613,613,Dell,Notebook,4,Intel HD Graphics 520,Linux,2.25,19127.52,0,0,100.45466986113652,Intel Core i3,1000,0,0,0
614,614,Dell,Notebook,4,Intel HD Graphics 620,Linux,1.93,46300.32,0,0,100.45466986113652,Intel Core i5,500,0,0,0
615,615,Asus,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,3.0,62231.04,0,0,127.33567457123112,Intel Core i7,1000,128,0,0
616,616,Dell,Notebook,4,AMD Radeon R5 M420,Linux,2.18,30316.32,0,0,141.21199808219862,Intel Core i5,0,128,0,0
617,617,HP,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.84,74005.92,0,0,141.21199808219862,Intel Core i7,0,512,0,0
618,618,MSI,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,2.94,120831.5808,0,0,141.21199808219862,Intel Core i7,1000,256,0,0
619,619,Acer,2 in 1 Convertible,4,Intel HD Graphics 400,Chrome OS,1.25,20193.12,1,1,135.0942111925629,Intel Processor,0,0,0,32
620,620,HP,Notebook,8,Intel HD Graphics 620,Windows 10,2.31,59886.72,0,0,111.93520355955212,Intel Core i5,0,256,0,0
621,621,Lenovo,Notebook,8,Intel HD Graphics 520,Windows 7,1.65,78055.2,0,0,157.3505121487356,Intel Core i5,0,256,0,0
622,622,Dell,Notebook,4,AMD Radeon 530,Windows 10,2.2,41345.28,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
623,623,Fujitsu,Notebook,8,Intel HD Graphics 620,Windows 10,2.2,42570.72,0,0,100.45466986113652,Intel Core i5,0,256,0,0
624,624,HP,Notebook,4,Intel HD Graphics 520,Windows 7,1.88,49656.96,0,0,100.45466986113652,Intel Core i5,500,0,0,0
625,625,Lenovo,Notebook,8,Nvidia GeForce 920MX,Windows 10,2.2,47898.72,0,0,141.21199808219862,Intel Core i7,1000,0,0,0
626,626,Mediacom,Notebook,2,Intel HD Graphics,Windows 10,1.4,12733.92,0,0,157.3505121487356,Intel Processor,0,0,0,32
627,627,Lenovo,Notebook,4,Intel HD Graphics 620,No OS,2.2,24935.04,0,0,141.21199808219862,Intel Core i5,0,128,0,0
628,628,Asus,2 in 1 Convertible,6,Intel HD Graphics 620,Windows 10,1.5,34046.4528,1,0,165.6321180513006,Intel Core i5,1000,0,0,0
629,629,Dell,Notebook,8,Nvidia GeForce GTX 1050,Windows 10,2.0,96969.6,0,0,141.21199808219862,Intel Core i7,0,256,0,0
630,630,Asus,Ultrabook,16,Intel HD Graphics 620,Windows 10,1.1,101232.0,0,0,157.3505121487356,Intel Core i7,0,512,0,0
631,631,Dell,Gaming,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,78801.12,0,0,141.21199808219862,Intel Core i7,1000,256,0,0
632,632,Lenovo,Notebook,4,Intel UHD Graphics 620,Windows 10,1.8,44169.12,0,0,141.21199808219862,Intel Core i5,0,256,0,0
633,633,Lenovo,Notebook,4,Nvidia GeForce 920MX ,Windows 10,2.2,30849.12,0,0,141.21199808219862,Intel Core i3,1000,0,0,0
634,634,Asus,Notebook,8,Intel HD Graphics 500,Windows 10,2.0,21258.72,0,0,100.45466986113652,Intel Processor,1000,0,0,0
635,635,Asus,Notebook,8,Nvidia GeForce GTX 1050,Windows 10,1.99,48304.7136,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
636,636,Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.23,99580.32,1,0,276.053530085501,Intel Core i5,0,256,0,0
637,637,Lenovo,Notebook,2,Intel HD Graphics 400,Windows 10,1.42,13266.72,0,0,111.93520355955212,Intel Processor,0,0,0,32
638,638,Lenovo,2 in 1 Convertible,8,Intel HD Graphics 620,Windows 10,1.37,93635.3376,1,1,165.6321180513006,Intel Core i7,0,256,0,0
639,639,Dell,Notebook,16,Nvidia GeForce GTX 1050,Windows 10,2.06,127818.72,1,0,282.42399616439724,Intel Core i7,0,1000,0,0
640,640,Lenovo,Gaming,8,Nvidia GeForce GTX 1050M,Windows 10,2.5,59087.52,0,1,141.21199808219862,Intel Core i7,1000,128,0,0
641,641,HP,Notebook,8,AMD Radeon R5,Windows 10,2.6,27753.552,0,0,107.98564559226952,AMD Processor,1000,0,0,0
642,642,Lenovo,Ultrabook,16,Intel HD Graphics 620,Windows 10,1.14,130536.0,0,1,157.3505121487356,Intel Core i7,0,512,0,0
643,643,Asus,Gaming,8,Nvidia GeForce GTX 1050 Ti,No OS,2.5,62284.32,0,1,141.21199808219862,Intel Core i7,1000,0,0,0
644,644,Acer,Notebook,4,Intel HD Graphics 520,Windows 10,2.4,23976.0,0,0,100.45466986113652,Intel Core i3,500,0,0,0
645,645,Lenovo,Notebook,4,Intel HD Graphics,Windows 10,1.43,14598.72,0,0,111.93520355955212,Intel Processor,0,0,0,32
646,646,Acer,Ultrabook,8,Intel Graphics 620,Windows 10,1.8,48964.32,0,1,157.3505121487356,Intel Core i5,0,256,0,0
647,647,Razer,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,1.95,138474.72,0,0,157.3505121487356,Intel Core i7,0,256,0,0
648,648,Toshiba,Notebook,8,Intel HD Graphics 520,Windows 10,1.2,64628.64,0,0,165.6321180513006,Intel Core i5,0,256,0,0
649,649,Lenovo,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.36,84395.52,0,1,176.23257360658386,Intel Core i7,0,256,0,0
650,650,Asus,Gaming,32,Nvidia GeForce GTX 1080,Windows 10,3.8,149130.72,0,1,127.33567457123112,Intel Core i7,0,512,0,0
651,651,Acer,Gaming,8,Nvidia GeForce GTX 1050,Linux,2.4,37775.52,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
652,652,Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.2,77250.672,0,0,165.6321180513006,Intel Core i5,0,256,0,0
653,653,MSI,Gaming,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,63499.104,0,0,141.21199808219862,Intel Core i7,1000,128,0,0
654,654,HP,Notebook,4,Intel HD Graphics 520,No OS,1.86,19441.872,0,0,100.45466986113652,Intel Core i3,500,0,0,0
655,655,Toshiba,Notebook,8,Intel HD Graphics 620,Windows 10,2.0,56689.92,0,1,141.21199808219862,Intel Core i5,500,0,0,0
656,656,Dell,Notebook,8,AMD Radeon 530,Windows 10,2.2,48964.32,0,0,141.21199808219862,Intel Core i7,0,256,0,0
657,657,Dell,Notebook,16,AMD Radeon 530,Windows 10,2.2,60472.8,0,0,141.21199808219862,Intel Core i7,2000,256,0,0
658,658,Lenovo,Gaming,8,Nvidia GeForce GTX 960,Windows 10,3.31,63722.88,0,1,141.21199808219862,Intel Core i7,1000,128,0,0
659,659,Dell,Gaming,32,Nvidia GeForce GTX 1070,Windows 10,4.42,167691.8736,0,1,254.67134914246225,Intel Core i7,1000,512,0,0
660,660,Dell,Notebook,8,Intel HD Graphics 520,Windows 10,1.56,65481.12,0,0,157.3505121487356,Intel Core i5,0,256,0,0
661,661,Lenovo,Notebook,4,Intel HD Graphics 500,Windows 10,2.2,22324.32,0,0,100.45466986113652,Intel Processor,500,0,0,0
662,662,Lenovo,Notebook,4,Intel HD Graphics 520,Windows 10,2.2,28504.8,0,0,141.21199808219862,Intel Core i5,500,0,0,0
663,663,HP,Notebook,6,AMD Radeon R5 M430,Windows 10,2.04,28717.92,0,0,141.21199808219862,Intel Core i3,1000,0,0,0
664,664,MSI,Gaming,8,Nvidia GeForce GTX 1060,Windows 10,2.7,79215.1056,0,0,127.33567457123112,Intel Core i7,1000,128,0,0
665,665,Toshiba,Notebook,4,Intel HD Graphics 520,Windows 10,2.1,26533.44,0,0,100.45466986113652,Intel Core i3,0,128,0,0
666,666,Dell,Notebook,8,Intel HD Graphics 620,Windows 10,2.06,50882.4,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
667,667,HP,Notebook,8,AMD Radeon 530,Windows 10,2.1,39693.6,0,0,141.21199808219862,Intel Core i7,1000,0,0,0
668,668,Toshiba,Notebook,8,Intel HD Graphics 620,Windows 10,2.0,67026.24,0,1,141.21199808219862,Intel Core i5,0,256,0,0
669,669,Acer,Notebook,4,Intel HD Graphics 520,Linux,2.1,21951.36,0,0,100.45466986113652,Intel Core i3,0,128,0,0
670,670,Microsoft,Ultrabook,8,Intel Iris Plus Graphics 640,Windows 10 S,1.252,99519.048,1,0,200.84255993695703,Intel Core i7,0,256,0,0
671,671,Lenovo,Notebook,8,AMD Radeon R5 M430,Windows 10,1.9,43580.376,0,0,141.21199808219862,Intel Core i5,1000,128,0,0
672,672,Lenovo,2 in 1 Convertible,8,Intel HD Graphics 620,Windows 10,1.3,55091.52,1,1,165.6321180513006,Intel Core i5,0,256,0,0
673,673,Lenovo,Notebook,4,AMD Radeon R2 Graphics,Windows 10,2.2,18594.72,0,0,100.45466986113652,AMD Processor,0,128,0,0
674,674,HP,2 in 1 Convertible,4,Nvidia GeForce 940MX,Windows 10,1.63,37242.72,1,1,157.3505121487356,Intel Core i3,0,128,0,0
675,675,MSI,Gaming,16,Nvidia GeForce GTX 1050,Windows 10,2.4,68944.32,0,0,141.21199808219862,Intel Core i7,1000,256,0,0
676,676,Asus,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.1,60472.8,0,0,157.3505121487356,Intel Core i5,0,256,0,0
677,677,HP,2 in 1 Convertible,8,Intel HD Graphics 500,Chrome OS,1.4,26373.6,1,0,135.0942111925629,Intel Processor,0,0,0,64
678,678,LG,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.09,122490.72,0,1,141.21199808219862,Intel Core i7,0,512,0,0
679,679,Acer,Gaming,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,69210.72,0,0,141.21199808219862,Intel Core i5,0,256,0,0
680,680,MSI,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.2,53168.112,0,0,141.21199808219862,Intel Core i5,0,256,0,0
681,681,Asus,Notebook,4,Intel HD Graphics 500,Windows 10,1.86,22324.32,0,0,100.45466986113652,Intel Processor,0,128,0,0
682,682,Dell,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,3.21,109277.28,0,0,141.21199808219862,Intel Core i5,1000,128,0,0
683,683,HP,Notebook,4,AMD Radeon R5 520,Windows 10,2.5,37242.72,0,1,127.33567457123112,Intel Core i3,0,256,0,0
684,684,Lenovo,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,1.19,79866.72,1,1,165.6321180513006,Intel Core i7,0,512,0,0
685,685,Dell,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,3.49,149916.6,0,0,141.21199808219862,Intel Core i7,1000,256,0,0
686,686,HP,Notebook,4,AMD Radeon 520,Windows 10,1.86,32639.8608,0,0,100.45466986113652,Intel Core i5,500,0,0,0
687,687,Dell,Notebook,4,AMD Radeon R5 M430,Windows 10,2.2,29073.2976,0,0,100.45466986113652,Intel Core i3,1000,0,0,0
688,688,HP,Notebook,6,AMD Radeon R7 M440,Windows 10,2.65,30316.32,0,1,127.33567457123112,AMD Processor,2000,0,0,0
689,689,Lenovo,Notebook,4,Intel HD Graphics 510,Windows 10,2.1,16943.04,0,0,100.45466986113652,Intel Processor,500,0,0,0
690,690,Acer,Notebook,4,Intel HD Graphics 510,Chrome OS,1.45,19980.0,0,0,111.93520355955212,Intel Processor,0,0,0,32
691,691,Lenovo,Notebook,4,Intel HD Graphics 620,Windows 10,1.7,37242.72,0,0,157.3505121487356,Intel Core i5,0,256,0,0
692,692,HP,Workstation,8,Nvidia Quadro M1200,Windows 10,3.14,101657.7072,0,0,127.33567457123112,Intel Core i7,500,0,0,0
693,693,Lenovo,2 in 1 Convertible,8,Intel HD Graphics 620,Windows 10,1.42,137995.2,1,0,209.8006828649808,Intel Core i7,0,256,0,0
694,694,Toshiba,Notebook,8,Intel HD Graphics 620,Windows 10,1.5,51841.44,0,1,165.6321180513006,Intel Core i5,0,256,0,0
695,695,Acer,Netbook,4,Intel HD Graphics,Windows 10,1.4,14332.32,0,0,135.0942111925629,Intel Processor,0,0,0,32
696,696,Lenovo,2 in 1 Convertible,16,Intel HD Graphics 620,Windows 10,1.38,93186.72,1,0,157.3505121487356,Intel Core i7,0,512,0,0
697,697,Asus,2 in 1 Convertible,4,Intel HD Graphics 515,Chrome OS,1.2,35644.32,1,0,176.23257360658386,Intel Processor,0,0,0,64
698,698,Toshiba,Ultrabook,16,Intel HD Graphics 520,Windows 10,1.36,100006.56,1,0,165.6321180513006,Intel Core i7,0,512,0,0
699,699,HP,Notebook,4,AMD Radeon 530,Windows 10,2.1,36709.92,0,1,141.21199808219862,Intel Core i7,500,0,0,0
700,700,Dell,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.56,43636.32,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
701,701,Lenovo,Notebook,4,AMD Radeon 530,Windows 10,2.2,21258.72,0,0,141.21199808219862,AMD Processor,0,256,0,0
702,702,Lenovo,Notebook,8,AMD Radeon R7,Windows 10,2.2,22857.12,0,0,100.45466986113652,AMD Processor,1000,0,0,0
703,703,Lenovo,Notebook,4,Intel HD Graphics 620,Windows 10,2.1,33110.856,0,0,141.21199808219862,Intel Core i5,2000,0,0,0
704,704,Lenovo,Notebook,4,Intel HD Graphics 520,No OS,1.9,23976.0,0,0,100.45466986113652,Intel Core i3,500,0,0,0
705,705,Dell,Notebook,8,Intel HD Graphics 620,Windows 10,2.18,42357.6,0,0,141.21199808219862,Intel Core i5,0,256,0,0
706,706,Acer,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,1.6,53226.72,1,1,165.6321180513006,Intel Core i5,0,256,0,0
707,707,Lenovo,Workstation,16,Nvidia Quadro M520M,Windows 7,2.18,98834.4,0,0,141.21199808219862,Intel Core i7,0,512,0,0
708,708,Lenovo,Notebook,8,Intel HD Graphics 520,Windows 10,1.8,63456.48,0,0,157.3505121487356,Intel Core i5,0,256,0,0
709,709,HP,Notebook,6,AMD Radeon 530,Windows 10,2.71,34898.9328,0,1,127.33567457123112,AMD Processor,2000,0,0,0
710,710,Lenovo,Gaming,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,66546.72,0,1,141.21199808219862,Intel Core i7,1000,128,0,0
711,711,Dell,Notebook,8,Nvidia GeForce 930MX,Linux,1.64,58021.92,0,0,157.3505121487356,Intel Core i5,0,256,0,0
712,712,Dell,Notebook,8,Intel HD Graphics 620,Linux,1.98,38681.28,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
713,713,Asus,Notebook,4,Intel HD Graphics 500,Windows 10,1.5,15877.44,0,0,157.3505121487356,Intel Processor,0,0,0,32
714,714,Dell,Notebook,16,Intel HD Graphics 620,Windows 10,1.93,76012.4448,0,0,141.21199808219862,Intel Core i5,0,512,0,0
715,715,Lenovo,Notebook,8,Nvidia GeForce 920MX,Windows 10,1.87,45664.6896,0,1,157.3505121487356,Intel Core i5,0,256,0,0
716,716,Dell,Notebook,8,Intel HD Graphics 620,Windows 10,1.9,62817.12,0,0,141.21199808219862,Intel Core i5,0,256,0,0
717,717,Lenovo,Notebook,4,AMD Radeon R4,Windows 10,2.19,15877.44,0,0,100.45466986113652,AMD Processor,500,0,0,0
718,718,Mediacom,Notebook,4,Intel HD Graphics 400,Windows 10,1.4,14119.2,0,1,161.72539083525606,Intel Processor,32,0,0,0
719,719,HP,Notebook,8,Nvidia GeForce 930MX,Windows 10,2.63,63936.0,0,0,127.33567457123112,Intel Core i7,0,256,0,0
720,720,Lenovo,Ultrabook,8,Intel HD Graphics 520,Windows 10,1.17,89864.1792,0,1,209.8006828649808,Intel Core i7,0,512,0,0
721,721,HP,2 in 1 Convertible,8,Intel HD Graphics 620,Windows 10,1.58,44574.048,1,1,117.82653006268644,Intel Core i5,0,256,0,0
722,722,Lenovo,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.32,79866.72,0,1,157.3505121487356,Intel Core i5,0,256,0,0
723,723,Dell,Gaming,32,Nvidia GeForce GTX 1070,Windows 10,4.36,194972.832,0,0,254.67134914246225,Intel Core i7,1000,1000,0,0
724,724,MSI,Gaming,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,71847.0144,0,0,127.33567457123112,Intel Core i7,1000,128,0,0
725,725,Lenovo,Notebook,4,Intel HD Graphics 620,No OS,1.9,26101.872,0,0,100.45466986113652,Intel Core i5,1000,0,0,0
726,726,Dell,Notebook,8,AMD Radeon 530,Windows 10,2.2,38308.32,0,0,141.21199808219862,Intel Core i5,1000,128,0,0
727,727,Dell,2 in 1 Convertible,4,Intel HD Graphics 620,Windows 10,1.71,34578.72,1,0,165.6321180513006,Intel Core i3,1000,0,0,0
728,728,Dell,Notebook,8,AMD Radeon R7 M445,Linux,2.32,31409.6256,0,0,100.45466986113652,Intel Core i5,1000,0,0,0
729,729,HP,Notebook,4,AMD Radeon 520,Windows 10,2.1,26053.92,0,0,141.21199808219862,AMD Processor,1000,0,0,0
730,730,Acer,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,4.2,103096.8,0,1,127.33567457123112,Intel Core i7,1000,128,0,0
731,731,Dell,Notebook,12,Intel HD Graphics 620,Windows 10,2.25,34578.72,0,0,100.45466986113652,Intel Core i5,1000,0,0,0
732,732,HP,Notebook,6,AMD Radeon 520,Windows 10,2.1,34632.0,0,0,141.21199808219862,AMD Processor,1000,128,0,0
733,733,Acer,Notebook,4,Intel HD Graphics 620,Windows 10,2.4,29783.52,0,0,100.45466986113652,Intel Core i5,500,0,0,0
734,734,Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,1.44,51148.8,0,1,165.6321180513006,Intel Core i5,0,256,0,0
735,735,Lenovo,Notebook,4,Intel HD Graphics 620,Windows 10,1.85,41505.12,0,0,141.21199808219862,Intel Core i7,1000,0,0,0
736,736,HP,Workstation,16,Nvidia Quadro M2200,Windows 10,2.6,128884.32,0,0,141.21199808219862,Intel Core i7,0,256,0,0
737,737,Dell,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,1.55,35111.52,1,0,165.6321180513006,Intel Core i5,1000,0,0,0
738,738,MSI,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,1.8,111593.8944,0,0,141.21199808219862,Intel Core i7,1000,256,0,0
739,739,Acer,Notebook,4,Intel HD Graphics 520,Windows 10,2.4,21887.424,0,0,100.45466986113652,Intel Core i3,500,0,0,0
740,740,Dell,Notebook,8,Nvidia GeForce 940MX,Windows 10,2.0,64308.96,0,0,141.21199808219862,Intel Core i7,1000,128,0,0
741,741,Dell,Notebook,8,Intel HD Graphics 520,Windows 10,2.0,35431.2,0,0,100.45466986113652,Intel Core i3,0,256,0,0
742,742,Toshiba,Notebook,8,Intel HD Graphics 620,Windows 10,1.25,81784.8,1,1,157.3505121487356,Intel Core i5,0,256,0,0
743,743,Lenovo,2 in 1 Convertible,8,Intel HD Graphics 620,Windows 10,1.7,53226.72,1,0,157.3505121487356,Intel Core i5,0,256,0,0
744,744,Lenovo,Workstation,16,Nvidia Quadro M520M,Windows 10,2.5,175770.72,0,1,282.42399616439724,Intel Core i7,0,1000,0,0
745,745,Acer,Notebook,2,Intel HD Graphics 400,Chrome OS,1.68,17582.4,0,0,111.93520355955212,Intel Processor,0,0,0,32
746,746,Samsung,Ultrabook,16,Intel HD Graphics 620,Windows 10,0.81,87858.72,0,0,165.6321180513006,Intel Core i7,0,256,0,0
747,747,HP,Notebook,8,Intel HD Graphics 520,Windows 10,1.86,28717.92,0,0,141.21199808219862,Intel Core i3,0,256,0,0
748,748,Dell,Notebook,8,Intel HD Graphics 620,Windows 10,1.6,60031.1088,0,0,111.93520355955212,Intel Core i5,0,256,0,0
749,749,HP,Workstation,16,Nvidia Quadro M2000M,Windows 7,3.0,233845.92,0,1,127.33567457123112,Intel Processor,0,256,0,0
750,750,Lenovo,Netbook,4,Intel HD Graphics 400,Windows 10,1.4,25308.0,1,0,135.0942111925629,Intel Processor,0,128,0,0
751,751,HP,Notebook,8,Intel HD Graphics 520,Windows 10,1.84,101232.0,0,0,141.21199808219862,Intel Core i5,0,256,0,0
752,752,Asus,Notebook,4,Nvidia GeForce GTX 950M,No OS,2.45,30849.12,0,0,100.45466986113652,Intel Core i5,1000,0,0,0
753,753,Lenovo,Ultrabook,4,Intel HD Graphics 520,Windows 10,1.7,58394.88,0,0,157.3505121487356,Intel Core i5,0,180,0,0
754,754,Asus,Notebook,4,Intel HD Graphics 620,Windows 10,2.37,45282.672,0,0,100.45466986113652,Intel Core i7,0,256,0,0
755,755,Lenovo,2 in 1 Convertible,8,Intel HD Graphics 540,Windows 10,1.3,63882.72,1,1,276.053530085501,Intel Core i5,0,256,0,0
756,756,HP,Notebook,8,Nvidia GeForce GTX 1050,Windows 10,2.2,58554.72,0,1,141.21199808219862,Intel Core i5,1000,128,0,0
757,757,HP,Workstation,8,Nvidia Quadro M1000M,Windows 7,2.59,83170.08,0,0,141.21199808219862,Intel Core i7,0,256,0,0
758,758,Dell,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,4.42,152859.7872,0,1,282.42399616439724,Intel Core i7,1000,256,0,0
759,759,Acer,Notebook,4,Intel HD Graphics 620,Windows 10,2.1,31914.72,0,0,100.45466986113652,Intel Core i5,0,256,0,0
760,760,Lenovo,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.5,55837.44,0,1,141.21199808219862,Intel Core i7,1000,128,0,0
761,761,Dell,Ultrabook,16,Intel HD Graphics 620,Windows 10,1.18,99047.52,0,0,176.23257360658386,Intel Core i7,0,256,0,0
762,762,Google,Ultrabook,8,Intel HD Graphics 615,Chrome OS,1.1,83063.52,1,0,234.50740003017813,Intel Core i5,0,256,0,0
763,763,Asus,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.2,60153.12,0,1,276.053530085501,Intel Core i5,0,256,0,0
764,764,Dell,Notebook,4,Intel HD Graphics 520,Windows 10,1.65,45234.72,0,0,117.82653006268644,Intel Core i3,500,0,0,0
765,765,Acer,Notebook,4,Intel HD Graphics 520,Windows 10,1.6,34898.4,0,0,117.82653006268644,Intel Core i5,0,128,0,0
